reportid,age,race,type,charge,year,sex
3889432,29,White,Felony,Possession,2014,Male
3889497,31,Hispanic/Latino,Felony,Possession,2014,Male
3889543,31,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3890752,57,Black,Felony,Distribution/Selling/Transporting,2014,Male
3890770,37,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3890920,21,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3891842,38,Black,Felony,Possession w/ intent to sell,2014,Male
3892294,19,Hispanic/Latino,Felony,Possession,2014,Male
100326940,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
3892476,41,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3892511,39,Black,Felony,Possession w/ intent to sell,2014,Male
3892549,34,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3892623,19,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3892778,20,Hispanic/Latino,Felony,Possession,2014,Male
3892899,38,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3894119,19,Hispanic/Latino,Felony,Possession,2014,Male
3894181,29,Black,Misdemeanor,Possession w/ intent to sell,2014,Male
3894307,19,Hispanic/Latino,Felony,Possession,2014,Male
3894308,20,Hispanic/Latino,Felony,Possession,2014,Male
3894357,19,Hispanic/Latino,Felony,Possession,2014,Male
3894384,19,White,Felony,Possession,2014,Female
3894738,26,White,Felony,Possession,2014,Male
3894975,36,Black,Felony,Possession w/ intent to sell,2014,Male
3894980,29,Black,Felony,Possession w/ intent to sell,2014,Male
3895111,26,Black,Felony,Distribution/Selling/Transporting,2014,Male
3895346,18,Hispanic/Latino,Felony,Possession,2014,Male
3895389,22,Hispanic/Latino,Felony,Possession,2014,Male
3895436,18,White,Felony,Distribution/Selling/Transporting,2014,Male
3897786,27,Black,Felony,Possession,2014,Female
3898150,55,Black,Felony,Possession w/ intent to sell,2014,Male
3898151,55,Black,Felony,Distribution/Selling/Transporting,2014,Male
3898179,22,Black,Felony,Distribution/Selling/Transporting,2014,Male
3898201,61,White,Felony,Possession w/ intent to sell,2014,Male
3898751,28,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3899193,43,White,Felony,Distribution/Selling/Transporting,2014,Male
3899535,29,Black,Misdemeanor,Possession,2014,Male
3900128,36,Hispanic/Latino,Felony,Possession,2014,Male
3900173,31,Black,Felony,Distribution/Selling/Transporting,2014,Male
3900650,23,Hispanic/Latino,Misdemeanor,Possession,2014,Male
100327547,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
3900963,31,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3901054,20,White,Felony,Distribution/Selling/Transporting,2014,Male
3901057,32,Black,Felony,Possession w/ intent to sell,2014,Male
3901804,34,Hispanic/Latino,Misdemeanor,Possession,2014,Male
100327667,39,Black,Misdemeanor,Possession,2010,Female
3902435,19,Hispanic/Latino,Felony,Possession,2014,Male
3902743,24,Hispanic/Latino,Felony,Possession,2014,Male
3903038,26,Hispanic/Latino,Felony,Possession,2014,Male
100327706,29,Hispanic/Latino,Misdemeanor,Possession,2010,Male
3903627,22,Black,Felony,Distribution/Selling/Transporting,2014,Male
3903640,19,White,Felony,Possession,2014,Male
3904089,32,White,Felony,Possession w/ intent to sell,2014,Male
3905389,35,Black,Felony,Distribution/Selling/Transporting,2014,Male
3905478,47,White,Felony,Cultivating,2014,Female
3905500,31,White,Felony,Cultivating,2014,Male
3905505,25,Other,Felony,Cultivating,2014,Male
3905513,42,White,Felony,Cultivating,2014,Female
3905515,26,Other,Felony,Cultivating,2014,Male
3905516,32,White,Felony,Cultivating,2014,Male
3905520,23,White,Felony,Cultivating,2014,Male
3905522,49,White,Felony,Cultivating,2014,Male
3905524,42,Other,Felony,Cultivating,2014,Female
3905574,47,Other,Felony,Cultivating,2014,Female
3905586,48,Other,Felony,Cultivating,2014,Female
3905601,73,Other,Felony,Cultivating,2014,Female
3905602,74,Other,Felony,Cultivating,2014,Male
3905847,19,Hispanic/Latino,Felony,Possession,2014,Male
3906134,23,White,Felony,Possession,2014,Male
3906252,26,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3906291,18,White,Felony,Distribution/Selling/Transporting,2014,Male
3906307,52,White,Misdemeanor,Possession,2014,Male
3906749,33,Hispanic/Latino,Felony,Possession,2014,Male
3906800,38,Black,Felony,Distribution/Selling/Transporting,2014,Male
3906851,35,Black,Felony,Distribution/Selling/Transporting,2014,Male
3906865,52,Black,Felony,Distribution/Selling/Transporting,2014,Male
3906892,27,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3906913,33,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3907141,27,Black,Misdemeanor,Possession,2014,Male
3907329,23,White,Felony,Possession,2014,Female
3907507,20,Other,Felony,Possession,2014,Male
3907631,21,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3907724,31,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3907740,26,Hispanic/Latino,Felony,Possession,2014,Male
3907743,26,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Female
3907746,26,White,Felony,Distribution/Selling/Transporting,2014,Female
3907754,30,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Female
3907756,20,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Female
3907769,43,Black,Felony,Distribution/Selling/Transporting,2014,Male
3908839,57,White,Felony,Possession w/ intent to sell,2014,Female
3908996,26,White,Felony,Distribution/Selling/Transporting,2014,Male
3909131,21,Hispanic/Latino,Felony,Possession,2014,Male
3909372,22,Hispanic/Latino,Felony,Possession,2014,Male
3909492,33,Hispanic/Latino,Misdemeanor,Possession,2014,Male
3910007,20,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3910341,33,Black,Felony,Possession w/ intent to sell,2014,Male
3910372,21,Other,Felony,Possession,2014,Male
3910700,29,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3910854,20,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3912554,19,Hispanic/Latino,Felony,Possession,2014,Male
3912563,20,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3912728,29,White,Felony,Possession w/ intent to sell,2014,Male
3914812,18,Hispanic/Latino,Felony,Possession,2014,Male
3915014,24,Black,Felony,Possession,2014,Male
3915070,52,Black,Felony,Possession w/ intent to sell,2014,Male
3915112,45,Black,Felony,Possession w/ intent to sell,2014,Male
3915594,32,Hispanic/Latino,Felony,Cultivating,2014,Male
3916078,22,Black,Felony,Distribution/Selling/Transporting,2014,Male
3916218,24,White,Felony,Possession,2014,Male
3916380,24,Black,Felony,Possession,2014,Male
3916647,57,Black,Felony,Possession w/ intent to sell,2014,Male
3916858,19,Hispanic/Latino,Felony,Possession,2014,Male
3916937,39,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3918007,26,Hispanic/Latino,Misdemeanor,Possession,2014,Male
3918907,25,White,Felony,Possession w/ intent to sell,2014,Male
3919019,26,White,Misdemeanor,Possession,2014,Male
3919130,61,White,Felony,Cultivating,2014,Male
3919698,57,Black,Felony,Possession w/ intent to sell,2014,Male
3919789,31,Other,Felony,Possession,2014,Female
3919849,19,Black,Felony,Distribution/Selling/Transporting,2014,Male
3919887,25,Black,Felony,Possession w/ intent to sell,2014,Male
3919899,47,Black,Felony,Distribution/Selling/Transporting,2014,Male
3919915,27,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3920071,21,Black,Felony,Possession w/ intent to sell,2014,Male
3920146,20,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3920159,19,Black,Felony,Distribution/Selling/Transporting,2014,Male
3920301,27,Black,Felony,Possession w/ intent to sell,2014,Male
3920302,24,Black,Felony,Possession w/ intent to sell,2014,Male
3920304,18,Black,Felony,Possession w/ intent to sell,2014,Male
3920307,24,Black,Felony,Possession w/ intent to sell,2014,Male
3920659,45,Hispanic/Latino,Felony,Cultivating,2014,Male
3921861,43,Black,Misdemeanor,Possession,2014,Female
3921879,44,White,Felony,Possession w/ intent to sell,2014,Male
3922325,26,Black,Felony,Distribution/Selling/Transporting,2014,Male
3922391,36,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3922397,25,Black,Felony,Possession w/ intent to sell,2014,Male
3922406,23,Hispanic/Latino,Felony,Possession,2014,Male
3922439,19,Black,Felony,Distribution/Selling/Transporting,2014,Male
3922442,20,White,Felony,Distribution/Selling/Transporting,2014,Male
100328536,47,Black,Misdemeanor,Possession,2010,Male
3924774,23,White,Felony,Possession,2014,Male
100328872,31,Black,Misdemeanor,Possession,2010,Male
3926162,39,Other,Felony,Possession w/ intent to sell,2014,Male
3926317,26,White,Felony,Possession,2014,Male
3926697,20,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3926717,19,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Female
3926723,20,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Female
3927250,25,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3927306,26,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3927374,27,Black,Felony,Possession w/ intent to sell,2014,Male
3927384,32,Black,Felony,Possession w/ intent to sell,2014,Male
3928342,55,Other,Felony,Possession w/ intent to sell,2014,Male
3928371,64,White,Felony,Possession w/ intent to sell,2014,Male
3928470,21,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3928484,21,Black,Felony,Possession w/ intent to sell,2014,Male
3928720,38,White,Felony,Possession w/ intent to sell,2014,Male
3928758,21,White,Felony,Possession,2014,Male
3928896,22,White,Felony,Possession w/ intent to sell,2014,Male
3929053,26,White,Felony,Possession,2014,Male
3929278,40,White,Felony,Possession,2014,Male
3929646,37,Other,Felony,Distribution/Selling/Transporting,2014,Male
3930034,23,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Female
3930622,38,Other,Felony,Possession,2014,Male
3931135,20,Other,Misdemeanor,Possession,2014,Male
3931180,21,Black,Felony,Distribution/Selling/Transporting,2014,Male
3931192,32,Black,Felony,Possession w/ intent to sell,2014,Male
3931465,33,Black,Felony,Distribution/Selling/Transporting,2014,Male
3931769,60,White,Felony,Distribution/Selling/Transporting,2014,Male
3932595,19,Other,Felony,Distribution/Selling/Transporting,2014,Male
3933127,25,Other,Felony,Possession,2014,Male
3933346,44,Black,Felony,Distribution/Selling/Transporting,2014,Female
3933859,39,Hispanic/Latino,Felony,Cultivating,2014,Male
3934136,18,Hispanic/Latino,Felony,Possession,2014,Male
3934255,23,White,Felony,Possession w/ intent to sell,2014,Female
3934594,27,Black,Felony,Possession w/ intent to sell,2014,Male
3934616,29,Black,Felony,Possession w/ intent to sell,2014,Female
3934734,24,Black,Felony,Possession w/ intent to sell,2014,Male
3935028,21,Hispanic/Latino,Felony,Possession,2014,Male
3935716,29,White,Felony,Possession,2014,Male
3936022,24,Hispanic/Latino,Felony,Possession,2014,Male
3936033,38,Black,Felony,Distribution/Selling/Transporting,2014,Male
3936188,21,Hispanic/Latino,Felony,Possession,2014,Male
3936527,38,Black,Felony,Possession,2014,Male
3936614,34,Black,Felony,Possession,2014,Male
3937010,21,Black,Felony,Distribution/Selling/Transporting,2014,Male
3937415,25,Hispanic/Latino,Felony,Possession,2014,Male
100400656,27,Hispanic/Latino,Misdemeanor,Possession,2010,Male
3938399,25,Hispanic/Latino,Felony,Possession,2014,Male
3938836,33,Black,Felony,Possession,2014,Male
3938996,24,White,Felony,Possession w/ intent to sell,2014,Female
3939186,21,Hispanic/Latino,Felony,Possession,2014,Male
3939273,21,Hispanic/Latino,Felony,Possession,2014,Male
3939368,18,Black,Felony,Possession,2014,Male
3952816,26,White,Felony,Possession,2014,Male
3953012,19,Hispanic/Latino,Felony,Possession,2014,Male
3953072,18,Hispanic/Latino,Felony,Possession,2014,Male
100400770,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
3953571,28,Other,Felony,Possession w/ intent to sell,2014,Male
100400814,44,Hispanic/Latino,Misdemeanor,Possession,2010,Female
3955566,59,Black,Felony,Distribution/Selling/Transporting,2014,Male
3955778,18,Hispanic/Latino,Felony,Possession,2014,Male
3955940,23,Black,Felony,Possession w/ intent to sell,2014,Male
3955962,21,Hispanic/Latino,Felony,Possession,2014,Male
3956127,37,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3956172,19,Hispanic/Latino,Felony,Possession,2014,Male
3956184,21,Hispanic/Latino,Felony,Possession,2014,Male
3956725,35,Black,Felony,Distribution/Selling/Transporting,2014,Male
3956863,54,White,Felony,Possession w/ intent to sell,2014,Male
3956963,19,Hispanic/Latino,Felony,Possession,2014,Male
3956985,25,Hispanic/Latino,Misdemeanor,Possession,2014,Male
3957020,26,Black,Felony,Distribution/Selling/Transporting,2014,Male
3957492,24,Black,Felony,Possession w/ intent to sell,2014,Male
3958078,31,Hispanic/Latino,Felony,Possession,2014,Male
3958213,39,Hispanic/Latino,Felony,Possession,2014,Male
3958312,20,Black,Felony,Possession w/ intent to sell,2014,Male
3958939,26,White,Felony,Possession,2014,Male
3959181,37,White,Felony,Possession w/ intent to sell,2014,Male
3959482,20,Hispanic/Latino,Felony,Possession,2014,Male
100400912,18,Hispanic/Latino,Misdemeanor,Possession,2010,Male
3960509,26,White,Felony,Possession,2014,Male
3962937,28,Hispanic/Latino,Felony,Possession,2014,Male
3963335,37,Black,Felony,Possession,2014,Male
3963562,29,White,Felony,Possession,2014,Male
3964053,46,Black,Felony,Distribution/Selling/Transporting,2014,Male
3964129,20,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3964444,21,Black,Felony,Possession,2014,Male
3964619,22,Hispanic/Latino,Felony,Possession,2014,Male
3964676,24,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Female
3965541,40,Hispanic/Latino,Felony,Possession,2014,Male
100401032,20,Hispanic/Latino,Misdemeanor,Possession,2010,Male
3966625,20,Hispanic/Latino,Felony,Possession,2014,Male
3966902,42,White,Felony,Possession,2014,Male
3966945,55,Black,Felony,Possession w/ intent to sell,2014,Male
3967544,47,Black,Felony,Possession w/ intent to sell,2014,Male
3967545,19,Hispanic/Latino,Felony,Possession,2014,Male
3967610,25,Black,Felony,Possession w/ intent to sell,2014,Male
3967684,18,Hispanic/Latino,Misdemeanor,Possession,2014,Male
3967904,34,Black,Felony,Possession,2014,Male
3968279,23,Hispanic/Latino,Felony,Possession,2014,Male
3968336,20,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
100401217,52,Hispanic/Latino,Misdemeanor,Possession,2010,Male
3968495,25,Black,Felony,Possession w/ intent to sell,2014,Male
3968542,34,Black,Felony,Possession w/ intent to sell,2014,Male
100401227,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
3969213,23,Other,Felony,Possession w/ intent to sell,2014,Male
3969555,41,Black,Felony,Distribution/Selling/Transporting,2014,Male
3969604,26,White,Felony,Possession w/ intent to sell,2014,Female
3969620,25,Other,Felony,Possession w/ intent to sell,2014,Female
3969685,26,Black,Felony,Possession,2014,Female
3970130,24,Black,Misdemeanor,Possession,2014,Male
3970201,41,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3970218,19,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3970413,28,Hispanic/Latino,Felony,Cultivating,2014,Male
3970439,34,White,Felony,Possession w/ intent to sell,2014,Male
3970590,52,Other,Felony,Distribution/Selling/Transporting,2014,Male
3970707,32,Black,Felony,Distribution/Selling/Transporting,2014,Male
3970825,25,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3971371,25,Black,Misdemeanor,Possession,2014,Male
3971546,20,Black,Misdemeanor,Possession,2014,Male
3971702,49,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3971849,26,Black,Felony,Distribution/Selling/Transporting,2014,Male
3971974,23,Other,Felony,Distribution/Selling/Transporting,2014,Male
3971999,44,Black,Felony,Distribution/Selling/Transporting,2014,Male
3972001,19,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3972815,22,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3972817,25,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3973008,37,White,Felony,Distribution/Selling/Transporting,2014,Male
3973010,21,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3973029,37,Other,Felony,Cultivating,2014,Male
3973289,22,Hispanic/Latino,Misdemeanor,Possession,2014,Male
3973402,27,Black,Misdemeanor,Possession,2014,Male
3973437,29,Hispanic/Latino,Felony,Possession,2014,Male
3973633,26,Black,Felony,Distribution/Selling/Transporting,2014,Male
3974674,34,Other,Felony,Possession w/ intent to sell,2014,Male
3975456,26,Hispanic/Latino,Felony,Possession,2014,Male
3975886,26,Black,Felony,Distribution/Selling/Transporting,2014,Male
3975986,20,Hispanic/Latino,Felony,Possession,2014,Male
3976154,35,Black,Felony,Possession w/ intent to sell,2014,Male
3976470,18,White,Felony,Possession,2014,Male
3976733,44,Black,Felony,Distribution/Selling/Transporting,2014,Male
3976831,22,Hispanic/Latino,Felony,Possession,2014,Male
3976834,18,Hispanic/Latino,Felony,Possession,2014,Male
3976898,45,Black,Felony,Distribution/Selling/Transporting,2014,Male
3977106,47,White,Felony,Possession,2014,Male
3977367,47,White,Felony,Possession,2014,Male
3977389,22,Hispanic/Latino,Felony,Possession,2014,Male
3977739,24,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3978067,33,Black,Felony,Distribution/Selling/Transporting,2014,Male
3978070,23,Black,Felony,Possession w/ intent to sell,2014,Male
3978093,32,White,Felony,Cultivating,2014,Male
3978094,18,Black,Felony,Possession w/ intent to sell,2014,Male
3978129,22,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3978245,35,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3978630,19,Black,Felony,Possession,2014,Male
3979497,51,Black,Felony,Possession,2014,Male
3980202,31,Black,Felony,Distribution/Selling/Transporting,2014,Male
3980337,23,White,Felony,Possession,2014,Male
3980668,22,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3981026,21,Hispanic/Latino,Felony,Possession,2014,Male
3981033,24,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
3982895,27,White,Felony,Possession,2014,Male
100401537,19,Hispanic/Latino,Misdemeanor,Possession,2010,Male
3983516,36,White,Misdemeanor,Possession,2014,Male
3983558,18,White,Felony,Possession,2014,Male
3983825,20,White,Felony,Possession,2014,Female
3984339,33,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3984358,23,Other,Felony,Possession w/ intent to sell,2014,Male
3984370,26,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Female
3984577,53,Black,Felony,Possession w/ intent to sell,2014,Male
3984748,47,Black,Felony,Possession w/ intent to sell,2014,Male
3985440,35,Black,Felony,Distribution/Selling/Transporting,2014,Male
3985588,33,Black,Felony,Possession,2014,Male
3985755,25,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3986328,24,White,Misdemeanor,Possession,2014,Male
3986362,18,Hispanic/Latino,Felony,Possession,2014,Male
3986904,56,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3987248,31,Black,Felony,Distribution/Selling/Transporting,2014,Male
3987320,35,Black,Felony,Possession,2014,Male
4462377,48,Black,Felony,Possession w/ intent to sell,2015,Male
3988011,35,Hispanic/Latino,Felony,Possession,2014,Male
3988348,21,Hispanic/Latino,Misdemeanor,Possession,2014,Male
3988547,23,Other,Felony,Possession,2014,Male
3989487,18,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3990325,22,Black,Felony,Possession,2014,Male
3991111,40,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3991160,43,Black,Felony,Possession w/ intent to sell,2014,Male
3991667,28,White,Felony,Possession,2014,Male
100401690,27,Hispanic/Latino,Misdemeanor,Possession,2010,Male
3991974,53,White,Felony,Distribution/Selling/Transporting,2014,Male
3992048,41,Black,Felony,Distribution/Selling/Transporting,2014,Male
3992149,29,Black,Felony,Possession w/ intent to sell,2014,Male
3993608,41,White,Felony,Possession,2014,Male
3994194,49,Black,Felony,Possession,2014,Female
3994376,56,White,Felony,Possession w/ intent to sell,2014,Male
3994723,30,Black,Felony,Distribution/Selling/Transporting,2014,Male
3994777,29,White,Felony,Distribution/Selling/Transporting,2014,Male
3994788,23,Black,Felony,Possession w/ intent to sell,2014,Male
3994865,24,Hispanic/Latino,Misdemeanor,Possession,2014,Male
3995029,29,Hispanic/Latino,Felony,Cultivating,2014,Male
3995354,42,Black,Misdemeanor,Possession,2014,Male
3995752,21,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
3996501,37,Black,Felony,Possession w/ intent to sell,2014,Male
3996668,23,Black,Felony,Possession w/ intent to sell,2014,Male
3996813,25,Black,Felony,Possession,2014,Female
3998581,59,Other,Felony,Cultivating,2014,Male
3998914,23,Hispanic/Latino,Misdemeanor,Possession,2014,Male
3999144,33,Black,Misdemeanor,Possession,2014,Male
3999621,38,Black,Felony,Distribution/Selling/Transporting,2014,Male
3999834,33,Hispanic/Latino,Felony,Possession,2014,Male
3999838,29,Hispanic/Latino,Felony,Possession,2014,Male
4000020,35,Black,Felony,Possession,2014,Male
4000205,40,Hispanic/Latino,Felony,Possession,2014,Male
4002941,24,Black,Felony,Distribution/Selling/Transporting,2014,Male
4003230,54,White,Felony,Distribution/Selling/Transporting,2014,Male
4003251,32,White,Felony,Distribution/Selling/Transporting,2014,Female
4003289,37,White,Felony,Distribution/Selling/Transporting,2014,Male
4003321,28,White,Felony,Distribution/Selling/Transporting,2014,Male
4003950,31,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
4004852,18,White,Felony,Possession,2014,Male
4005949,21,Hispanic/Latino,Felony,Possession,2014,Male
4006471,29,White,Felony,Possession w/ intent to sell,2014,Male
4006515,32,Other,Felony,Possession w/ intent to sell,2014,Male
4006601,52,Hispanic/Latino,Misdemeanor,Possession,2014,Female
4006629,33,White,Felony,Possession,2014,Female
4007408,23,Other,Felony,Possession w/ intent to sell,2014,Male
4007412,25,White,Felony,Cultivating,2014,Male
4007422,21,White,Felony,Possession w/ intent to sell,2014,Male
4008255,48,Black,Felony,Distribution/Selling/Transporting,2014,Male
4008494,24,Black,Felony,Distribution/Selling/Transporting,2014,Male
4008866,20,Black,Felony,Possession w/ intent to sell,2014,Male
4008984,44,White,Felony,Possession w/ intent to sell,2014,Male
4008995,25,Other,Felony,Possession w/ intent to sell,2014,Male
4009999,29,White,Felony,Distribution/Selling/Transporting,2014,Male
4010257,22,Black,Felony,Possession,2014,Male
4010609,45,White,Felony,Possession,2014,Male
4011023,19,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
4011024,18,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
4011369,18,White,Felony,Possession,2014,Male
4011370,36,Hispanic/Latino,Felony,Possession,2014,Male
4011911,28,Black,Felony,Possession w/ intent to sell,2014,Male
4013353,18,Black,Felony,Possession,2014,Male
4014202,26,Black,Felony,Distribution/Selling/Transporting,2014,Male
4014213,31,Black,Felony,Possession w/ intent to sell,2014,Male
4014242,24,Black,Felony,Possession,2014,Male
4014897,34,Black,Felony,Possession w/ intent to sell,2014,Male
4015085,36,Black,Felony,Distribution/Selling/Transporting,2014,Male
4015232,20,Other,Felony,Possession w/ intent to sell,2014,Male
4015243,24,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Female
4015248,34,Black,Felony,Distribution/Selling/Transporting,2014,Male
4015324,35,Other,Felony,Cultivating,2014,Male
4015328,22,White,Felony,Cultivating,2014,Male
4015391,31,Black,Felony,Distribution/Selling/Transporting,2014,Male
4015415,36,White,Felony,Cultivating,2014,Male
4015441,40,White,Felony,Cultivating,2014,Male
4015453,25,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
4015570,38,Black,Felony,Distribution/Selling/Transporting,2014,Male
4015646,47,White,Felony,Distribution/Selling/Transporting,2014,Female
4015677,44,Black,Felony,Cultivating,2014,Male
4016119,53,Black,Felony,Distribution/Selling/Transporting,2014,Male
4016134,18,Hispanic/Latino,Felony,Possession,2014,Male
4016135,24,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
4016136,20,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
4016139,21,Black,Felony,Distribution/Selling/Transporting,2014,Male
4016261,21,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
4016404,19,Hispanic/Latino,Felony,Possession,2014,Male
4017232,32,Hispanic/Latino,Felony,Possession,2014,Male
4017799,45,White,Felony,Possession w/ intent to sell,2014,Male
4018796,20,Hispanic/Latino,Felony,Possession,2014,Male
4018801,28,Hispanic/Latino,Felony,Cultivating,2014,Male
4018874,19,Hispanic/Latino,Felony,Possession,2014,Male
4019550,26,White,Felony,Possession w/ intent to sell,2014,Male
4019790,19,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Female
4019792,25,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
4019832,21,Hispanic/Latino,Felony,Possession,2014,Male
4019925,53,Black,Felony,Possession w/ intent to sell,2014,Male
4020468,28,Black,Felony,Distribution/Selling/Transporting,2014,Male
4020557,39,Black,Felony,Possession w/ intent to sell,2014,Male
4020601,22,Other,Felony,Possession,2014,Male
4020693,38,Black,Felony,Distribution/Selling/Transporting,2014,Male
4021384,54,White,Felony,Distribution/Selling/Transporting,2014,Male
4021630,41,Black,Felony,Possession,2014,Male
4021826,19,Black,Felony,Distribution/Selling/Transporting,2014,Male
4021828,28,Black,Felony,Distribution/Selling/Transporting,2014,Male
4021847,35,Black,Felony,Distribution/Selling/Transporting,2014,Male
4021971,22,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
4022030,27,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
4022087,28,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
4022285,48,Other,Felony,Cultivating,2014,Male
4022384,25,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
4022432,19,White,Felony,Possession w/ intent to sell,2014,Male
4022622,33,Black,Felony,Possession,2014,Male
4022640,19,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
4022725,21,Black,Felony,Possession,2014,Male
4022880,41,White,Felony,Possession,2014,Male
4022901,45,White,Misdemeanor,Possession,2014,Male
4022927,32,Black,Felony,Distribution/Selling/Transporting,2014,Male
4022933,26,Black,Felony,Distribution/Selling/Transporting,2014,Male
4022967,22,Hispanic/Latino,Misdemeanor,Possession,2014,Male
4023004,24,Other,Misdemeanor,Possession,2014,Male
4023814,20,Hispanic/Latino,Felony,Possession,2014,Male
4024692,21,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
4024706,57,White,Felony,Possession,2014,Male
4025361,22,Black,Misdemeanor,Possession,2014,Male
4025636,20,Hispanic/Latino,Felony,Possession,2014,Male
4026410,18,Hispanic/Latino,Felony,Distribution/Selling/Transporting,2014,Male
4027346,39,White,Felony,Possession w/ intent to sell,2014,Male
4027351,19,Hispanic/Latino,Felony,Possession w/ intent to sell,2014,Male
4027373,49,Black,Felony,Distribution/Selling/Transporting,2014,Male
4027404,22,Black,Felony,Distribution/Selling/Transporting,2014,Male
4027405,20,Black,Felony,Distribution/Selling/Transporting,2014,Male
4027441,39,Black,Felony,Distribution/Selling/Transporting,2014,Male
4027538,21,Other,Felony,Possession,2014,Male
4027563,24,Black,Felony,Distribution/Selling/Transporting,2014,Male
4027638,30,White,Felony,Possession,2014,Female
